3.236460e+01 -1.992965e+01  
3.209591e+01 -1.978894e+01  
3.182797e+01 -1.964824e+01  
3.156078e+01 -1.950754e+01  
3.129436e+01 -1.936683e+01  
3.102870e+01 -1.922613e+01  
3.076380e+01 -1.908543e+01  
3.049967e+01 -1.894472e+01  
3.023631e+01 -1.880402e+01  
2.997372e+01 -1.866332e+01  
2.971190e+01 -1.852261e+01  
2.945086e+01 -1.838191e+01  
2.919060e+01 -1.824121e+01  
2.893111e+01 -1.810050e+01  
2.867241e+01 -1.795980e+01  
2.841449e+01 -1.781909e+01  
2.815737e+01 -1.767839e+01  
2.790103e+01 -1.753769e+01  
2.764548e+01 -1.739698e+01  
2.739073e+01 -1.725628e+01  
2.713678e+01 -1.711558e+01  
2.688363e+01 -1.697487e+01  
2.663128e+01 -1.683417e+01  
2.637974e+01 -1.669347e+01  
2.612900e+01 -1.655276e+01  
2.587908e+01 -1.641206e+01  
2.562997e+01 -1.627136e+01  
2.538168e+01 -1.613065e+01  
2.513420e+01 -1.598995e+01  
2.488755e+01 -1.584925e+01  
2.464173e+01 -1.570854e+01  
2.439673e+01 -1.556784e+01  
2.415256e+01 -1.542714e+01  
2.390922e+01 -1.528643e+01  
2.366673e+01 -1.514573e+01  
2.342507e+01 -1.500502e+01  
2.318425e+01 -1.486432e+01  
2.294428e+01 -1.472362e+01  
2.270516e+01 -1.458292e+01  
2.246689e+01 -1.444221e+01  
2.222948e+01 -1.430151e+01  
2.199292e+01 -1.416080e+01  
2.175723e+01 -1.402010e+01  
2.152240e+01 -1.387940e+01  
2.128844e+01 -1.373869e+01  
2.105535e+01 -1.359799e+01  
2.082314e+01 -1.345729e+01  
2.059180e+01 -1.331658e+01  
2.036135e+01 -1.317588e+01  
2.013178e+01 -1.303518e+01  
1.990310e+01 -1.289447e+01  
1.967532e+01 -1.275377e+01  
1.944843e+01 -1.261307e+01  
1.922244e+01 -1.247236e+01  
1.899735e+01 -1.233166e+01  
1.877318e+01 -1.219096e+01  
1.854992e+01 -1.205025e+01  
1.832757e+01 -1.190955e+01  
1.810614e+01 -1.176884e+01  
1.788564e+01 -1.162814e+01  
1.766606e+01 -1.148744e+01  
1.744741e+01 -1.134673e+01  
1.722971e+01 -1.120603e+01  
1.701294e+01 -1.106533e+01  
1.679712e+01 -1.092462e+01  
