  1.122278e-18  6.184004e+01
  1.259507e-18  6.165653e+01
  1.413517e-18  6.147794e+01
  1.586358e-18  6.129687e+01
  1.780335e-18  6.111601e+01
  1.998030e-18  6.093860e+01
  2.242344e-18  6.075749e+01
  2.516522e-18  6.057913e+01
  2.824236e-18  6.040297e+01
  3.169577e-18  6.022177e+01
  3.557146e-18  6.004608e+01
  3.992106e-18  5.987100e+01
  4.480251e-18  5.969062e+01
  5.028086e-18  5.958842e+01
  5.642908e-18  5.990352e+01
  6.332910e-18  5.972108e+01
  7.107284e-18  5.954373e+01
  7.976345e-18  5.936436e+01
  8.951675e-18  5.918455e+01
  1.004626e-17  5.900845e+01
  1.127470e-17  5.882901e+01
  1.265334e-17  5.865172e+01
  1.420056e-17  5.847687e+01
  1.593691e-17  5.829733e+01
  1.788564e-17  2.929841e+00
  2.007265e-17  5.794896e+01
  2.252708e-17  5.783792e+01
  2.528165e-17  5.766480e+01
  2.837303e-17  5.749119e+01
  3.184241e-17  5.776773e+01
  3.573603e-17  5.759200e+01
  4.010575e-17  5.741439e+01
  4.500979e-17  5.723579e+01
  5.051348e-17  5.706123e+01
  5.669015e-17  5.688362e+01
  6.362209e-17  5.670762e+01
  7.140165e-17  5.653422e+01
  8.013248e-17  5.635663e+01
  8.993050e-17  5.618313e+01
  1.009272e-16  5.607492e+01
  1.132681e-16  5.589715e+01
  1.271183e-16  5.572560e+01
  1.426620e-16  5.555385e+01
  1.601064e-16  5.579954e+01
  1.796838e-16  5.562542e+01
  2.016551e-16  5.544983e+01
  2.263131e-16  5.527264e+01
  2.539861e-16  5.509975e+01
  2.850429e-16  5.492413e+01
  3.198973e-16  5.474953e+01
  3.590129e-16  5.457783e+01
  4.029121e-16  5.440218e+01
  4.521793e-16  5.429013e+01
  5.074707e-16  5.411938e+01
  5.695230e-16  5.394339e+01
  6.391616e-16  5.377357e+01
  7.173168e-16  5.360375e+01
  8.050286e-16  5.381917e+01
  9.034657e-16  5.364692e+01
  1.013939e-15  5.347345e+01
  1.137921e-15  5.329785e+01
  1.277064e-15  5.312686e+01
  1.433220e-15  5.295340e+01
  1.608471e-15  5.278034e+01
  1.805151e-15  5.266705e+01
  2.025876e-15  5.249329e+01
  2.273596e-15  5.232254e+01
  2.551606e-15  5.215362e+01
  2.863610e-15  5.197983e+01
  3.213766e-15  5.181153e+01
  3.606730e-15  5.200601e+01
  4.047753e-15  5.182970e+01
  4.542702e-15  5.165943e+01
  5.098174e-15  5.148833e+01
  5.721567e-15  5.131451e+01
  6.421187e-15  5.114548e+01
  7.206354e-15  5.102746e+01
  8.087531e-15  5.085590e+01
  9.076455e-15  5.068781e+01
  1.018630e-14  5.051636e+01
  1.143186e-14  5.034734e+01
  1.282969e-14  5.018044e+01
  1.439848e-14  5.000899e+01
  1.615909e-14  5.017722e+01
  1.813499e-14  5.000818e+01
  2.035245e-14  4.983415e+01
  2.284110e-14  4.966605e+01
  2.563405e-14  4.949740e+01
  2.876853e-14  4.937527e+01
  3.228627e-14  4.920810e+01
  3.623417e-14  4.903918e+01
  4.066479e-14  4.886958e+01
  4.563719e-14  4.870363e+01
  5.121760e-14  4.853471e+01
  5.748037e-14  4.836759e+01
  6.450894e-14  4.820289e+01
  7.239679e-14  4.834174e+01
  8.124930e-14  4.817388e+01
  9.118427e-14  4.800719e+01
  1.023341e-13  4.783551e+01
  1.148470e-13  4.771620e+01
  1.288902e-13  4.754985e+01
  1.446506e-13  4.737986e+01
  1.623382e-13  4.721506e+01
  1.821885e-13  4.704876e+01
  2.044661e-13  4.688124e+01
  2.294677e-13  4.671766e+01
  2.575265e-13  4.655137e+01
  2.890162e-13  4.667071e+01
  3.243565e-13  4.650522e+01
  3.640180e-13  4.633582e+01
  4.085284e-13  4.617024e+01
  4.584823e-13  4.604927e+01
  5.145445e-13  4.587986e+01
  5.774618e-13  4.571635e+01
  6.480711e-13  4.555278e+01
  7.273157e-13  4.538502e+01
  8.162502e-13  4.522273e+01
